title,appeared,type,lastActivity,repos,country
Trex,2001,grammarLanguage,2001,0,World
z2,2015,pl,2019,0,World
APL2,1984,pl,1984,0,Australia
bioscript,2019,pl,2019,0,United States
blue,2009,pl,2009,0,United States
EFL,1979,pl,1979,0,United States
Emerald,1987,pl,1987,0,United States and Denmark
QCL,2005,pl,2005,0,Austria
sora,2019,pl,2019,0,World
specrtl,2011,pl,2011,0,World
SubX,2019,assembly,2019,0,World
B32 Business Basic,1986,pl,2004,0,New Zealand
Sun Raster,1989,binaryDataFormat,1989,0,World
UPIC,2018,pl,2018,0,World
MAPPER,1960,pl,2006,0,United States
WFL,1961,pl,2005,0,World
AgentSpeak,1994,pl,2009,0,World
BCX,1999,pl,2005,0,Unknown
Cornell University Programming Language,1967,pl,2010,0,United States
MacBASIC,1985,pl,2009,0,United States
Jet Propulsion Laboratory Display Information System,1973,pl,2006,0,United States
FastTrack Scripting Host,2006,pl,2012,0,Denmark
PS-algol,1981,pl,2011,0,United Kingdom
vivaldi,2015,pl,2019,0,World
PascalABC.NET,2002,pl,2022,0,Russia
kei,2019,pl,2022,0,Brazil and Belgium
mages,2016,pl,2022,0,Germany
BASICODE,1980,pl,2006,0,Netherlands
Knowledge Query and Manipulation Language,1993,queryLanguage,2002,0,United States
Harwell-Boeing file format,1989,textDataFormat,2009,0,United States
SPITBOL,1971,pl,2003,0,United States
Ikarus Scheme implementation,2007,pl,2007,0,United States
LYaPAS,1964,pl,2008,0,Union of Soviet Socialist Republics or Russia
ObjectLOGO,1993,pl,2008,0,United States
SAOL,1999,pl,2006,0,World
Southampton BASIC System,1960,pl,2009,0,World
Extended ML,1985,pl,2004,0,United Kingdom
BASIC-E,1976,pl,2006,0,United States
UniVerse,1997,pl,2006,0,World
Post production,1941,grammarLanguage,1941,0,United States
6gunz,2018,pl,2022,0,New Zealand
edgelisp,2008,pl,2022,0,Austria
jonprl,2015,pl,2022,0,Denmark and United Kingdom and Australia and United States
D data language specification,1994,queryLanguage,2005,0,United Kingdom
CONVERT,1966,pl,2012,0,Mexico
GeneXus,1988,pl,2005,0,Uruguay
unseemly,2016,pl,2022,0,World
txtzyme,2010,pl,2022,0,World
typecobol,2015,pl,2022,0,World
Alternate Instruction Set,2001,isa,2018,0,World
loci,2013,pl,2022,0,United Kingdom
r4,2009,pl,2022,0,Argentina
Lava,2001,pl,2005,0,Germany
ScriptBasic,1999,pl,2002,0,World
Fenix Project,2006,pl,2010,0,United States
BASIC09,1978,pl,2002,0,World
Encore,2014,pl,2022,0,World
Brain-Flak,2016,esolang,2018,0,Unknown
R++,1990,pl,2006,0,World
ktexteditor-editor,2014,editor,2022,0,Germany
hrqr,2015,barCodeFormat,2022,0,United States
Election Markup Language,2001,xmlFormat,2008,0,United States
RenderMan Shading Language,1989,pl,2006,0,United States
DragonBASIC,2003,pl,2022,0,United States
Langage Sans Espoir,1971,pl,2007,0,France
fp,2022,pl,2022,0,Finland
Flapjax,2006,pl,2022,0,United States
Little b,2004,pl,2021,0,United States
CheetahTemplate,2001,template,2005,0,Various
Lithe,1982,pl,2004,0,United States
Plaid,2009,pl,2022,0,United States
adamant,2018,pl,2021,0,World
nianiolang,2015,pl,2019,0,United States
flua,2012,pl,2018,0,Japan or Korea
Ferite,2000,pl,2000,0,World
KAML,2018,dataNotation,2020,0,Switzerland
Kami,2022,textMarkup,2022,0,Unknown
alan,2018,pl,2018,0,World
avro,2012,idl,2012,0,Various
beautiful-report-language,2003,pl,2003,0,World
Copilot,2021,pl,2021,0,United States
MathLingua,2019,pl,2019,0,United States
Nasal,2002,pl,2002,12,United States
plantuml,2010,textMarkup,2022,0,United States
s-lang,1992,pl,1992,0,World
Sweet Expressions,2013,dataNotation,2013,0,World
verve,2017,pl,2020,0,World
CP,1987,pl,1987,0,United States
Darcs Advanced Revision Control System,2003,application,2003,0,United States
rise,2020,pl,2020,0,United Kingdom
SHIFT,1997,pl,1997,0,World
webql,2001,queryLanguage,2001,0,World
Continuity of Care Record,2007,xmlFormat,2007,0,United States
AUI,2002,pl,2003,0,Canada
Amigas,1989,pl,2011,0,World
SPIP,1977,pl,2007,0,World
Hopscotch,2016,pl,2016,0,United States
Nomad software,1976,pl,2005,0,United States
Visual Smalltalk Enterprise,1992,pl,2006,0,World
PV-Wave,1988,pl,2008,0,World
APLX,1985,pl,2004,0,United Kingdom
ABSET,1969,pl,2002,0,United Kingdom
Agora,1993,pl,2004,0,World
MapBasic,1997,pl,2016,0,United States
TMG,1968,grammarLanguage,2012,0,World
Bounce,2016,pl,2022,0,World
Pascal Script,2000,pl,2000,0,United States
ircis,2019,esolang,2022,0,Germany
Elliott ALGOL,1962,pl,2004,0,United Kingdom
SNOOP,1988,pl,2005,0,World
Concurrent ML,1993,pl,1993,0,United States
DML,1992,pl,2004,0,Sweden
THINK C,1986,pl,2006,0,World
OpenROAD,1990,pl,2006,0,United States
GUIDO music notation,1998,textDataFormat,1998,0,Germany and Canada
SIMPL,1990,pl,2012,0,World
EasyLanguage,1995,pl,2009,0,United States
Data Catalog Vocabulary,2014,schema,2014,0,World
Meta II,1962,grammarLanguage,1963,0,United States
Omnis Studio,1982,pl,2006,0,World
V,2016,esolang,2019,0,Unknown
Easy Programming Language,2004,pl,2004,0,China
Systems Biology Markup Language,2006,xmlFormat,2006,0,World
ITL,1981,pl,2003,0,United States
Protel,1975,pl,2007,0,Canada
Agilent VEE,1991,pl,2016,0,United States
Digital Interactive Business Oriented Language,1970,pl,2004,0,United States
lambda-zero,2018,pl,2022,0,United States
Algebraic Logic Functional,1990,pl,2004,0,Germany
Onyx,1989,pl,2005,0,Unknown
D4,2001,pl,2005,0,Unknown
zl,2012,pl,2021,0,World
Texy!,2004,textMarkup,2022,0,World
Alphard,1974,pl,2005,0,World
OpenComal,2006,pl,2022,0,The Netherlands
nylo,2017,pl,2021,0,Italy
CLiX markup,1998,xmlFormat,1998,0,England
LEAP,1969,pl,2004,0,United States
orca,1985,pl,2021,0,Korea
RTF,1987,textMarkup,1987,966,World
rpscript,2018,pl,2022,0,World
awl,2014,pl,2021,0,United States
juicy,2017,pl,2019,0,New Zealand
leaf,2013,pl,2022,0,Unknown
RapidBatch,2017,pl,2022,0,Germany
starpial,2012,pl,2020,0,World
kerf,2015,pl,2022,0,United States
GolfScript,2007,esolang,2007,0,United States
Indental,2017,dataNotation,2017,0,Unknown
LES,2012,grammarLanguage,2012,0,Canada
The New Hampshire X Format,1999,textDataFormat,1999,0,United States
Patient-Oriented Prescription Programming Language,2015,pl,2015,0,United States
PromQL,2014,queryLanguage,2014,0,Germany
slim,2010,pl,2022,0,World
srv,2010,idl,2010,0,World
Eden,1995,pl,1995,0,Germany and Spain
emoticon,2004,esolang,2004,0,"Scotland, United Kingdom"
kivy-lang,2010,pl,2010,0,Various
mmix,1999,assembly,1999,0,Germany
Red,1972,pl,1972,0,United States
Structured Control Language,1998,pl,1998,0,World
ALGOL N,1967,pl,2004,0,World
Galaksija BASIC,1983,pl,2006,0,United States
APSE,1980,pl,2004,0,United States
String diagram,2007,notation,2007,0,World
Intuit Interchange Format,2004,textDataFormat,2004,0,United States
PALASM,1980,pl,2004,0,United States
WOL,1997,pl,2004,0,World
Framework office suite,1983,pl,2003,0,United States
Star,2021,pl,2022,0,World
Jazz,2019,pl,2022,0,Uzbekistan
Twelf,2006,pl,2006,0,World
TASM,1989,pl,1989,0,World
Tosh,2015,pl,2022,0,World
Statsplorer,2014,visual,2021,0,World
FpgaC,1996,pl,2006,0,Canada
Object-Z,1991,pl,2004,0,Australia
SYMPL,1970,pl,2006,0,United States
Basic4GL,2002,pl,2007,0,New Zealand
GNU E,1991,pl,2010,0,United States
Nested Context Language,2000,xmlFormat,2005,0,Brazil
SAM76,1970,pl,2006,0,United States
SuperTalk,1989,pl,2009,0,World
CommonLoops,1986,pl,2006,0,United States
CA-Realizer,1992,pl,2007,0,United States
FLACC,1977,pl,2005,0,United States
Object Oberon,1990,pl,2004,0,Switzerland
Ramis software,1960,pl,2007,0,United States
Batari Basic,2007,pl,2010,0,United States
Bywater BASIC,1992,pl,2003,0,Canada
NorthStar BASIC,1977,pl,2010,0,United States
Todotxt,2006,dataNotation,2006,0,World
Visual DataFlex,1982,pl,2004,0,World
Rexon,1978,pl,2007,0,United States
Structured Product Labeling,2004,xmlFormat,2004,0,World
aplette,2014,pl,2021,0,World
RuleML,2002,pl,2005,0,World
GARP,1988,pl,2006,0,United States
CS-Script,2004,pl,2013,0,Australia
PROIV,1976,pl,2004,0,United Kingdom
SLIP,1960,pl,2006,0,World
DEMOS,1978,pl,2006,0,Canada
Flex language,1967,pl,2013,0,United States
AlphaBasic,1976,pl,2005,0,World
BASIC-11,1976,pl,2006,0,United States
mycroft,2013,pl,2022,0,United States
glush,2019,grammarLanguage,2022,0,Norway
Taijilang,2014,pl,2015,0,Unknown
ralph,2010,pl,2022,0,Canada
CMU Common Lisp,1980,pl,1980,0,United States
Common Lisp with Arc Macros and Procedures,2014,pl,2022,0,United States
I,2012,pl,2022,0,United States
TOM,2001,pl,2008,0,World
Langage Implementation Systeme,1980,pl,2007,0,France
rainbow,2009,pl,2022,0,United States
fjs,2013,pl,2022,0,United States
phorth,2016,pl,2022,0,United States
z-lang,2019,pl,2022,0,World
PLEXIL,2005,pl,2008,0,World
WCPS,2008,pl,2008,0,World
BRUIN,1968,pl,2005,0,United States
icarus,2015,pl,2020,0,Australia
Ham,2013,pl,2013,0,Canada
DIANA,1980,ir,2008,0,United States
WSFN,1983,pl,2008,0,World
badlanguage,2017,pl,2021,0,Australia
rel-lang,2015,pl,2017,0,United States
KonsolScript,2005,pl,2010,0,Canada
gintonic,2018,queryLanguage,2022,0,Norway
jedlang,2015,pl,2019,0,Unknown
blur-markup-language,2017,textMarkup,2022,0,United States
formality,2019,pl,2021,0,Unknown
ramen,2017,pl,2022,0,Germany
ASP.NET,2002,pl,2002,543,World
corescript,2018,pl,2020,0,Germany
MathML,1998,xmlFormat,1998,0,United States
Namespace Routing Language,2003,xmlFormat,2003,0,Thailand
lezer,2019,grammarLanguage,2022,0,Germany
emesh,2014,esolang,2016,0,Israel
flownote,2019,pl,2019,0,United States
oopsilon,2017,esolang,2017,0,Scotland
U,2013,pl,2021,0,World
elegance,2017,pl,2018,0,United States
albatross,2015,pl,2015,0,World
empirical,2019,pl,2019,0,United States
hecl,2004,pl,2004,0,United States
qed-lang,2015,pl,2015,0,United States
Slick,2020,pl,2021,0,World
Bossam Rule Language,2004,queryLanguage,2004,0,South Korea
CSL,1966,pl,1966,0,United States and United Kingdom
phylip,1991,textDataFormat,1991,0,United States
Public Key File,1995,application,1995,0,United States
REALBasic (now Xojo),1996,pl,1996,17,United States
Standard for Exchange of Non-clinical Data,2002,standard,2016,0,World
VAL,1980,pl,2008,0,World
Robot Battle,1994,pl,2004,0,United States
INFER,1992,pl,2004,0,United States
S/SL,1980,pl,2004,0,Canada
ALCOR,1959,pl,2006,0,World
Larceny Scheme implementation,2017,pl,2017,0,United States
Acornsoft Logo,1985,pl,2011,0,World
Napier88,1989,pl,2006,0,Scotland
Tymshare SuperBasic,1968,pl,2016,0,World
eco-editor,2012,editor,2022,0,United Kingdom
sham,2016,grammarLanguage,2022,0,World
Dexterity,1991,pl,1991,0,United States
DARPA Agent Markup Language,1999,xmlFormat,1999,0,United States
PASCAL/MT+,1988,pl,1988,0,United States
LIMDEP,1980,pl,1980,0,United States
SASL,1972,pl,2004,0,World
Atom,2007,pl,2009,0,World
grid-notation,2013,textDataFormat,2022,0,United States and Finland
fork-lang,2014,pl,2022,0,Italy
MewMew,2020,esolang,2022,0,India
Snit,2002,pl,2018,0,World
NCAR Command Language,1990,pl,2016,0,United States
Khepri,2012,pl,2015,0,United States
Typographical Number Theory,1979,notation,1979,0,World
SISC,2007,pl,2007,0,World
Scheme 2-D,2021,pl,2022,0,World
Secure Operations Language,1970,pl,2006,0,World
UNCOL,1958,ir,2004,0,World
sugartex,2018,textMarkup,2020,0,World
Alpha,1971,pl,2006,0,World
ALTRAN,1968,pl,2005,0,United States
PowerHouse,1988,pl,2006,0,United States
ed,1973,editor,1973,0,World
y-lang,2019,pl,2022,0,World
Calypso,2020,pl,2022,0,Unknown
Mama,2010,pl,2010,0,Israel
ZigZag,1965,knowledgeBase,1965,0,World
Actor,1988,pl,1988,0,World
Gello Expression Language,2001,pl,2001,0,United States
OMeta,2007,grammarLanguage,2007,0,United States
NPL,1977,pl,1977,0,United Kingdom
SR,1988,pl,2008,0,World
IFPS,1970,pl,2007,0,United States
Matita,1999,pl,1999,0,Italy
Abstract State Machine Language,2001,pl,2006,0,World
CA-Telon,1981,pl,2006,0,United States
Lynx,1984,pl,2001,0,United States
PIKT,1998,pl,2007,0,United States
Snowball,1971,pl,2006,0,World
whack,2018,pl,2022,0,World
Distributed Application Specification Language,1999,pl,2007,0,United States
preforth,2018,pl,2022,0,Germany
Smalltalk MT,1994,pl,2007,0,World
MINC,1985,pl,2004,0,United States
OWBasic,2000,pl,2010,0,Germany
Phoenix Object Basic,2001,pl,2002,0,United States and The Netherlands
Occam π,2005,pl,2006,0,United Kingdom
quaint-lang,2015,pl,2021,0,Bulgaria
Gauche Scheme implementation,1998,pl,2018,0,United States
Ecological Metadata Language,1997,xmlFormat,2005,0,United States
muMath,1978,pl,2004,0,United States
PALcode,1996,isa,2006,0,United States
PICT,1992,pl,2006,0,United Kingdom
YAP,1985,pl,2013,0,World
IBM HAScript,1990,pl,2004,0,United States
PL-11,1971,pl,2004,0,Switzerland
ROOP,1995,pl,2004,0,China
ZOPL,1979,pl,2006,0,United States
Kermeta,2012,pl,2012,0,France
FX-87,1987,pl,2002,0,United States
JAWS Scripting Language,2008,pl,2011,0,United States
MacroML,2001,pl,2005,0,United States
remix,2016,pl,2022,0,United States
ShEx,2012,grammarLanguage,2013,0,World
Business Object Notation,1989,notation,2005,0,United States
CYBIL,1980,pl,2011,0,United States
Datapoint's Advanced Systems Language,1982,pl,2004,0,United States
FORMAC,1993,pl,2005,0,United States
neutron,2019,pl,2022,0,Canada
emerald-lang,2019,pl,2022,0,United States
tibet,1997,framework,2022,0,World
Ad-hoc,2017,pl,2019,0,World
polymath,2020,textMarkup,2022,0,Unknown
Edina,2022,pl,2022,0,Germany
rocket,2018,pl,2019,0,United States
Jammy,2021,pl,2021,0,Unknown
nlpl,2018,pl,2021,0,Mexico
lsd,2016,textMarkup,2019,0,Unknown
Calc4,2018,pl,2022,0,Japan
eskew,2019,pl,2021,0,United States
Serious,2021,pl,2022,0,Unknown
boa,2013,plzoo,2013,0,Slovenia
c-talk,1999,pl,1999,0,Russia
Freefem,2000,pl,2022,0,France
hilbert,2014,pl,2014,0,Japan and Canada
Lush,2002,pl,2002,0,World
Pickle,1995,binaryDataFormat,1995,0,United States
pikachu,2017,esolang,2017,0,Unknown
Spice,2021,pl,2021,0,World
ttsneo,2006,pl,2006,0,Japan
Typoscript,1998,dataNotation,1998,0,World
Algae,1997,pl,1997,0,World
ASCII Armor,2007,textEncodingFormat,2007,0,World
Homespring,2003,pl,2003,0,United States
PLAIN,1976,pl,1976,0,The Netherlands and United States
Post-X,1980,grammarLanguage,1980,0,Australia
prompter,2011,pl,2011,0,United Kingdom
ssl-lang,1976,pl,1976,0,World
Squire,2021,pl,2022,0,World
Subtext,2005,pl,2009,0,World
CAL Actor Language,2001,pl,2001,0,United States
FuzzyCLIPS,1995,knowledgeBase,2011,0,Canada
Tektronix 4050,1980,pl,2004,0,World
IBM 1401 Symbolic Programming System,1959,compiler,2007,0,United States
Information Algebra,1962,pl,2006,0,United States
PVS,1992,pl,1992,0,United States
Real-time Cmix,1992,pl,2004,0,United States
Strand,1989,pl,2006,0,World
Actor-Based Concurrent Language,1986,pl,2007,0,World
SBASIC,1983,pl,2016,0,World
Tiger-BASIC,1986,pl,2010,0,World
IBM Rational SQABasic,1996,pl,2009,0,United States
High Tech BASIC,1988,pl,2007,0,United States
Mentat,1987,pl,1987,0,United States
BlazeX,2020,pl,2022,0,Unknown
setlx,2011,pl,2022,0,World
Knight,2021,pl,2022,0,United States
Hook,2021,pl,2022,0,Brazil
Hummingbird QuickScript,1990,pl,2012,0,Canada
Stratego/XT,1998,grammarLanguage,1998,0,World
DAML+OIL,2001,pl,2006,0,United States
SIMPLE,1980,pl,2014,0,World
XCore Architecture,2007,isa,2009,0,World
Advanced Continuous Simulation Language,1967,pl,2006,0,World
Averest,2005,pl,2011,0,Germany
EUMEL,1979,pl,2005,0,Germany
Secure Scuttlebutt,2014,protocol,2014,0,World
MathType,1987,application,2022,0,Spain
flame-ir,2015,ir,2022,0,Canada
toki sona,2021,pl,2022,0,World
CokeScript,2015,pl,2022,0,Switzerland
QED,1967,editor,1967,0,World
Common Log Format,1995,textDataFormat,1995,0,World
Ethernet,1973,protocol,1973,0,United States
JPEG,1992,binaryDataFormat,1992,0,United States
Open Financial Exchange,1997,xmlFormat,1997,0,United States
patch,1985,unixApplication,1985,0,World
ex,1978,editor,1978,0,World
Mass Energy Equation,1905,equation,1905,0,World
Autoconf,1991,configFormat,1991,0,Various	
Interpress,1986,textMarkup,1986,0,United States
XGMML,2006,pl,2006,0,World
FILETAB,1966,pl,1986,0,United States
Service Modeling Language,2009,pl,2009,0,World
SA-C,1998,pl,2007,0,World
BEFLIX,1963,pl,2006,0,United States
Data Access Language,1990,pl,2005,0,United States
CorVision,1986,pl,2006,0,United States
IAL,1958,pl,2002,0,United States
Joe-E,2004,pl,2009,0,United States
O-Matrix,1994,pl,2006,0,United States
CHIP,1985,pl,2006,0,Germany
DATATRIEVE,1970,queryLanguage,2005,0,United States
AIML,2001,dataNotation,2022,0,World
System 2,2008,pl,2008,0,World
AMBIT,1964,pl,2011,0,World
Insitux,2021,pl,2022,0,United Kingdom
o:XML,2002,pl,2004,0,United Kingdom
Cane,2022,musicalNotation,2022,0,Ireland
sill,2015,pl,2020,0,World
Business application language,1974,pl,2006,0,United States
IITRAN,1969,pl,2004,0,United States
r3,2021,pl,2022,0,Argentina
Tefkat,2004,pl,2006,0,World
Compact Application Solution Language,1997,pl,2005,0,United States
FXScript,2002,pl,2010,0,United States
ProSet,1990,pl,2004,0,Germany
Minilang,2016,interpreter,2022,0,Ireland
runiq,2015,pl,2020,0,World
20-GATE,1961,pl,2001,0,World
Citrine,2014,pl,2014,0,The Netherlands
PCrap,2021,pl,2022,0,Unknown
RigC,2021,pl,2022,0,Poland
Chika,2019,pl,2022,0,United Kingdom
latte-js,2012,pl,2015,0,United Kingdom
duro,2003,queryLanguage,2020,0,Unknown
Lesma,2022,pl,2022,0,The Netherlands
HuwCode,2018,pl,2022,0,United Kingdom
penguor,2020,pl,2022,0,Unknown
taxa,2014,pl,2021,0,World
acorn-lang,2015,pl,2022,0,World
newclay,2011,pl,2016,0,United States
Idio,2015,pl,2022,0,World
Mewl,2022,esolang,2022,0,India
codeflow,2014,pl,2019,0,Unknown
Storymatic,2022,pl,2022,0,Unknown
Esoteric Reaction,2020,esolang,2022,0,Unknown
Horse64,2020,pl,2022,0,Unknown
passambler,2015,pl,2015,0,Belgium
rockstar-rkt,2019,pl,2019,0,Unknown
Workfl,2019,textMarkup,2021,0,World
GamerLanguage,2021,pl,2021,0,United States
Entropy,2021,esolang,2021,0,United States
links,2016,pl,2016,0,World
Loom,1987,knowledgeBase,1987,0,United States
o42a,2010,pl,2010,0,Russia
operon,2018,queryLanguage,2018,0,Finland
Planguage,2001,dataNotation,2001,0,Norway
runic,2017,template,2017,0,World
SARL,2013,pl,2013,0,World
Suneido,2000,pl,2022,0,Canada
whalecalf,2000,grammarLanguage,2000,0,World
DAS,1962,pl,1962,0,United States
g-expressions,2012,pl,2012,0,Various
Metaweb Query Language,2006,queryLanguage,2006,0,United States
Newton,1977,pl,1977,0,Switzerland
Pandora,1989,pl,1989,0,United Kingdom
PSI,2013,pl,2013,0,Germany
rapidgen-rpl,1983,pl,1983,0,United Kingdom
rbscript,1996,pl,1996,0,World
Rust HIR,2015,ir,2015,0,World
WebAssembly Text Format,2015,pl,2015,0,World
xduce,2003,pl,2003,0,World
euboea,2018,pl,2019,0,World
WLambda,2019,pl,2022,0,World
zlang,2017,pl,2022,0,World
Nuprl,1984,pl,1984,0,United States
ABSYS,1966,pl,2002,0,World
KL0,1982,pl,1986,0,Japan
AIL,2016,ir,2022,0,World
cql,1998,pl,2007,0,United States
nulan,2012,pl,2021,0,Unknown
QUTE,1986,pl,2014,0,Japan
Hot Cocoa Lisp,2013,pl,2015,0,United States
XDR Schema,1998,xmlFormat,1998,0,World
Schema for Object-Oriented XML,1998,xmlFormat,1998,0,World
LEXX,1985,editor,1985,0,United States
COFFEE Cinema 4D,1992,pl,2006,0,Germany
Visual DialogScript,2000,pl,2002,0,World
Bayer Expressions,2018,dataNotation,2018,0,World
ed script,1973,diffFormat,1973,0,World
Datomic,2012,queryLanguage,2012,0,United States
cytosol,2020,pl,2022,0,World
IpTables Rope,2005,pl,2005,0,United Kingdom
Sort Merge Generator,1951,pl,2007,0,World
CLX,1985,pl,1985,0,Various
Scriptol,2001,pl,2008,0,World
Adenine,1999,pl,2007,0,World
Lagoona,1997,pl,2005,0,United States
TACPOL,1976,pl,2005,0,World
MARIA XML,2009,xmlFormat,2011,0,Italy
BBj,2001,pl,2001,0,United States
BBx,1985,pl,1985,0,United States
Yakou Lang,2021,pl,2022,0,World
Typecast.js,2013,pl,2014,0,United States
Curly,2021,pl,2022,0,Unknown
Rye,2019,pl,2022,0,World
R2ML,2003,xmlFormat,2003,0,Germany
JSML,2001,xmlFormat,2004,0,United States
SYMBOLIC ASSEMBLY,1956,assembly,1956,0,World
SheerPower4GL,2000,pl,2006,0,World
FleXML,2001,pl,2005,0,France
GRML,2003,pl,2005,0,World
Robic,1975,pl,2010,0,Former USSR
ThingLab,1979,pl,2006,0,World
51forth,1980,pl,2001,0,World
Concurrent METATEM,1993,pl,2009,0,United Kingdom
LispMe,2008,pl,2008,0,Germany
Met-English,1950,pl,2005,0,United States
ObjectPAL,1993,pl,2002,0,United States
Tag Line Commands,2015,pl,2022,0,Unknown
daonode,2011,pl,2015,0,Unknown
RustScript,2021,pl,2022,0,World
mawk,1991,pl,1991,0,Unknown
shadama,2017,pl,2021,0,World
rio,2017,pl,2022,0,United States
RicScript,2019,pl,2022,0,World
RunRev,2003,pl,2016,0,World
XMTC,1990,pl,2007,0,World
APE100,1995,pl,2011,0,Italy
BasicX,1998,pl,2006,0,United States
RASP,1988,pl,2016,0,Yugoslavia
CaPSL,1989,pl,2009,0,Japan
CorbaScript,1998,pl,2011,0,France
Bizubee,2015,pl,2017,0,United States
KavaScript,2021,pl,2022,0,Canada
Octune,2021,pl,2022,0,Canada
Baby modula-3,1993,pl,2018,0,United States
Hbasic,2007,pl,2007,0,Germany
mlpolyr,2016,pl,2021,0,France
Multi-user BASIC,1980,pl,2006,0,United States
Riff,2020,pl,2022,0,World
GeoGebra,2001,application,2022,0,Austria
Cotton,2021,pl,2022,0,Unknown
ForthScript,2020,pl,2022,0,Unknown
lamderp,2013,pl,2013,0,Canada
Iode,2015,pl,2020,0,Canada
PearScript,2016,pl,2016,0,Malta
woe,2009,pl,2021,0,World
H++,2013,pl,2019,0,Dominican Republic
Jingo,2020,pl,2022,0,United Kingdom
Hina,2020,pl,2021,0,Unknown
microl,2021,pl,2022,0,Russia
Fern,2022,pl,2022,0,Canada
MeanscriptCLI,2020,pl,2021,0,Unknown
cosh,2022,pl,2023,0,World
mountain,2019,pl,2022,0,Unknown
lambcalc,2019,pl,2019,0,Canada
Broccoli,2020,pl,2020,0,Unknown
draconian,2021,pl,2022,0,United States
mai,2019,pl,2020,0,Egypt
8th,2014,pl,2022,0,World
arvelie-format,2017,timeFormat,2017,0,Unknown
converge,2004,pl,2004,0,United Kingdom
Flare,2001,pl,2001,0,World
michelson,2017,pl,2017,0,United States
MINI OBJECT-ORIENTED LANGUAGE,2010,pl,2010,0,Portugal
plasma,2015,pl,2017,0,Australia
Timpani,2017,textMarkup,2017,0,World
AArch64,2011,assembly,2011,0,World
CLASS,1970,pl,1970,0,United States
Edison,1992,pl,1992,0,France
Electre,1983,pl,1983,0,France
EverParse3D,2022,idl,2022,0,World
GRIN,1977,pl,1977,0,Switzerland
guru,2009,pl,2009,0,United States and Spain
iikuse,2010,esolang,2010,0,Unknown
manticore,2009,pl,2009,0,United States
Nelua,2019,pl,2019,0,United States
PLEASE,1984,pl,1984,0,United States
Seq,2019,pl,2019,0,World
strudel,2011,textDataFormat,2011,0,World
V,1997,pl,1997,0,World
XML Query Language,1998,queryLanguage,1998,0,World
xt3d,2000,grammarLanguage,2000,0,World
MathJax,2008,textMarkup,2022,0,United States
nirvana,2018,pl,2019,0,World
truck,2019,pl,2022,0,World
X-BASIC,1987,pl,2005,0,World
t-lang,2019,pl,2022,0,World
Xupdate,2000,pl,2006,0,World
LSP,2016,protocol,2016,0,World
root-format,1994,binaryDataFormat,1994,0,Switzerland
DomainKeys Identified Mail,2004,standard,2004,0,United States
GHC,1992,compiler,1992,0,Scotland
JMAP,2019,protocol,2019,0,United States
PSYCO,2007,grammarLanguage,2007,0,Switzerland
alfred,1972,pl,2010,0,World
Boost C++ libraries,1998,library,2022,0,Interstellar Space
Docker,2013,application,2022,0,United States
parquet,2014,binaryDataFormat,2014,0,United States
Linoleum (L.in.oleum),1996,pl,1996,0,Italy
GraphQL+-,2017,queryLanguage,2017,0,United States
mockingbird-notation,1996,notation,1996,0,Australia
kernel,2009,pl,2009,0,United States
Soulver,2005,editor,2005,0,World
Sourcetree,2010,application,2010,0,USA
ADS-B,2006,standard,2006,0,World
Bit array,2004,dataStructure,2004,0,World
Fast Fourier Transform Equation,1965,equation,1965,0,World
Feynman diagram,1948,notation,1948,0,World
SPARQCode,2010,barCodeFormat,2010,0,World
Sender Policy Framework,2000,standard,2000,0,World
ALOHAnet,1971,protocol,1971,0,World
CueCat,2000,barCodeFormat,2000,0,World
Visual J++,1996,pl,1996,0,World
MonoDevelop,2003,editor,2003,0,World
SK8,1988,pl,1988,0,World
Vienna Development Method Specification Language,1996,pl,1996,0,World
Address,1955,pl,1955,0,World
AFS,1982,filesystem,1982,0,World
Ampère's Circuital Equation,1961,equation,1961,0,World
Apple I,1976,computingMachine,1976,0,United States
Atom,2014,editor,2014,0,United States
Steinberg Cubase,1989,application,1989,0,Germany
HCCB,2007,barCodeFormat,2007,0,United States
HLASM,1992,assembly,1992,0,World
IMac,1998,computingMachine,1998,0,United States
Ingres database,1974,database,1974,0,United States
IPad,2010,computingMachine,2010,0,United States
IPhone,2007,computingMachine,2007,0,United States
IPv4,1984,protocol,1984,0,United States
Language H,1962,pl,1962,0,United States
MacBook Air,2008,computingMachine,2008,0,United States
Macintosh,1984,computingMachine,1984,0,United States
MP3,1993,binaryDataFormat,1993,0,Germany
OpenDoc,1993,protocol,1993,0,United States
PL/I,1981,pl,1981,0,World
Price Equation,1967,equation,1967,0,United Kingdom
Set-builder notation,1942,notation,1942,0,World
Sprite Operating System,1984,os,1984,0,World
COM Structured Storage,2010,binaryDataFormat,2010,0,World
SYBYL line notation,1997,textDataFormat,1997,0,World
Wiswesser line notation,1949,textDataFormat,1949,0,World
Information Theory Equation,1948,equation,1948,0,United States
InterPlanetary File System,2015,protocol,2015,0,United States
nroff,1972,textMarkup,1972,0,World
PHIGS,1988,library,1988,0,United States and Switzerland
PNG,1996,binaryDataFormat,1996,0,United States
QFX file format,1997,textDataFormat,1997,0,United States
Razor,2010,template,2010,0,United States
Schoonschip,1963,pl,1963,0,World
Setun,1958,computingMachine,1958,0,World
SQUOZE,1958,binaryDataFormat,1959,0,World
STRINGCOMP,1967,pl,2009,0,World
WATBOL,1969,compiler,2011,0,World
ALGOL X,1963,pl,1963,0,World
